"Course Term Select","SCABASE Start Term","Subj Code","Course Number","Course Desc","College Code","College Desc","Division Code","Division Desc","Dept Code","Dept Desc","Status Code","Status Desc","Credit Hours","Level1 Code","Level2 Code","Level3 Code","Attribute Level Code","Course Long Desc","Exclude From ART/Degree Classification","Web Semester Code","Web Semester Desc","MOMD Ind","WHM Ind","Web Display Ind","CRN","Section Camp Code","Section Camp Desc","Maximum Enrollment","Module Creation Date","Module Lead Name","Module Lead ID","Elective Ind","Section Status Code","SCABASE End Term"
"002026","002017","09","29732","LH Creative Non Fiction","11","College Arts and Law","046","Eng, Drama, & Creative Studies","243","Film and Creative Writing","A","Active","20","UG","","","LH","LH Creative Non Fiction","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002017","09","30162","LI Political Disagreement","11","College Arts and Law","050","Phil, Theology and Religion","140","Philosophy","D","Dormant (but will run later)","20","UG","","","LI","LI Political Disagreement","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002015","10","28176","LI The Romantic Piano:","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","134","Music","D","Dormant (but will run later)","20","UG","","","LI","LI The Romantic Piano: Chopin and his Legacy","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002018","10","30765","LI Classical Composition","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","134","Music","D","Dormant (but will run later)","20","UG","","","LI","LI Classical Composition","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002018","09","30223","LI Italian Core IV - Advanced:","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","227","Modern Languages","D","Dormant (but will run later)","10","UG","","","LI","LI Italian Core IV - Advanced: Icons of Italy","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002017","06","30558","LH Integ Prog+Comb Op (Jinan)","13","College Eng and Physical Sci","029","Mathematics","029","Mathematics","A","Active","20","UG","","","LH","LH Integer Programming and Combinatorial Optimisation","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002017","07","30446","LI Inter Bus Eco Macro (Dubai)","12","College Social Sciences","012","Birmingham Business School","261","Management","A","Active","20","UG","","","LI","LI Intermediate Business Economics and the Macroeconomy","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002017","02","29835","LI Ass, Frame + Int in Men Hea","14","College Medicine and Health","084","School of Health Sciences","023","Nursing and Midwifery","A","Active","30","UG","","","LI","LI Assessment, Frameworks and Interventions in Mental Health","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002017","01","30166","LM Prep for the Phy Ass Nat As","14","College Medicine and Health","083","School of Medical Sciences","215","Birmingham Medical School","A","Active","0","GT","","","LM","LM Preparation for the Physician Associate National Assessment","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002017","08","29862","LM Trans Just + Conflict Trans","11","College Arts and Law","027","Birmingham Law School","027","Law","D","Dormant (but will run later)","20","GT","","","LM","LM Transitional Justice and Conflict Transformation","N","8","Semester 1 or 2","N","N","Y","","","","","","","","","","999999"
"002026","002013","06","26581","LH Computer Science Project","13","College Eng and Physical Sci","016","Computer Science","016","Computer Science","A","Active","40","UG","","","LH","LH Computer Science Project","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002016","10","28862","LH Inside Out: S1","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","124","Art Hist, Cur and Vis Studies","D","Dormant (but will run later)","20","UG","","","LH","LH Inside Out: Interior and Interiority in French Art, Design and Culture 1840-1940","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002017","08","30716","LM Measurement Models (UoN)","12","College Social Sciences","054","COS - College Hub","200","COS - College Hub","A","Active","10","GT","","","LM","","N","","","N","N","","","","","","","","","","","999999"
"002026","002017","08","30720","LM Ana Verb Visual Inter (UoN)","12","College Social Sciences","054","COS - College Hub","200","COS - College Hub","A","Active","10","GT","","","LM","LM Analysing Verbal and Visual Interaction","N","","","N","N","N","","","","","","","","","","999999"
"002026","002013","07","25615","LI Manage Account (KPMG)","12","College Social Sciences","012","Birmingham Business School","246","Accounting","A","Active","10","UG","","","LI","LI Management Accounting","N","5","Semester 1","N","N","N","","","","","","","","","","999999"
"002026","002017","08","30273","LM Dev Policy and Politics","12","College Social Sciences","053","Government","113","International Development","A","Active","20","GT","","","LM","LM Development Policy and Politics","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002017","02","29788","LM Individ Project MSc Bioinfo","14","College Medicine and Health","083","School of Medical Sciences","128","Inst of Cancer / Genomic Sci","A","Active","60","GT","","","LM","LM Individual Project","N","4","Summer Period","N","N","Y","","","","","","","","","","999999"
"002026","002017","02","29840","LI Nurs Old People (Ment Heal)","14","College Medicine and Health","084","School of Health Sciences","023","Nursing and Midwifery","A","Active","30","UG","","","LI","LI Nursing Older People (Mental Health)","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002017","11","30424","LM Sec School Stud 1 (Dubai)","12","College Social Sciences","020","School of Education","228","Teacher Education","A","Active","20","GT","","","LM","LM Secondary School Studies 1","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002018","09","30660","LM Topics in Global Justice DL","11","College Arts and Law","050","Phil, Theology and Religion","140","Philosophy","A","Active","20","GT","","","LM","LM Topics in Global Justice","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002018","09","30686","LH War, Pea + Dip Rom Worl","11","College Arts and Law","047","History and Cultures","239","Classics, AH and Archaeology","A","Active","20","UG","","","LH","LH War, Peace, and Diplomacy in the Roman World","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002018","03","30009","LC Cognitive Psychology","10","College Life and Env Sci","033","School of Psychology","033","School of Psychology","A","Active","20","UG","","","LC","LC Cognitive Psychology","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002017","08","29918","LI Elections + Voting in Brit","12","College Social Sciences","053","Government","142","Political Sci & Intern'tl Stud","D","Dormant (but will run later)","20","UG","","","LI","LI Elections + Voting in Britain","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002018","06","30175","LC Data Structure & Algorithms","13","College Eng and Physical Sci","016","Computer Science","016","Computer Science","A","Active","20","UG","","","LC","LC Data Structure & Algorithms","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002017","06","30230","LH Prog Lang Prin, Des + Imple","13","College Eng and Physical Sci","016","Computer Science","016","Computer Science","A","Active","20","UG","","","LH","LH Programming Language Principles, Design, and Implementation","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002017","09","29705","LH Contem Art + Masculinity S1","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","124","Art Hist, Cur and Vis Studies","D","Dormant (but will run later)","20","UG","","","LH","LH Contemporary Art and Masculinity","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002017","04","31415","LM Kinetic & Micro Model (UoL)","13","College Eng and Physical Sci","058","Metallurgy and Materials","031","Metallurgy & Materials","D","Dormant (but will run later)","10","GT","","","LM","LM Kinetic and Microstructure Modelling","N","","","N","N","N","","","","","2018/07/18 00:00:00","","","","","999999"
"002026","002017","04","31416","LM Joining Technology (UoN)","13","College Eng and Physical Sci","058","Metallurgy and Materials","031","Metallurgy & Materials","D","Dormant (but will run later)","10","GT","","","LM","LM Joining Technology","N","","","N","N","N","","","","","2018/07/18 00:00:00","","","","","999999"
"002026","002017","04","31418","LM Environ Fail of Mater (UoN)","13","College Eng and Physical Sci","058","Metallurgy and Materials","031","Metallurgy & Materials","D","Dormant (but will run later)","10","GT","","","LM","LM Environmental Failure of Materials","N","","","N","N","N","","","","","2018/07/18 00:00:00","","","","","999999"
"002026","002019","11","32115","LC Pro Golf Association","10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","235","Golf Studies","A","Active","20","UG","","","LC","LC Your workplace and being a PGA Professional","N","8","Semester 1 or 2","N","N","Y","","","","","2019/02/26 00:00:00","","","","","999999"
"002026","002017","08","29354","LH Social Justice and Politics","12","College Social Sciences","053","Government","142","Political Sci & Intern'tl Stud","D","Dormant (but will run later)","20","UG","","","LH","LH Social Justice and Politics","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002019","07","32182","LC Critic Think+ Acad Skills A","12","College Social Sciences","012","Birmingham Business School","246","Accounting","A","Active","20","UG","","","LC","LC Critical Thinking and Academic Skills (A)","N","6","Semester 2","N","N","Y","","","","","2019/03/04 00:00:00","","","","","999999"
"002026","002018","09","30876","LI Christian Ethics","11","College Arts and Law","050","Phil, Theology and Religion","150","Theology and Religion","A","Active","20","UG","","","LI","LI Christian Ethics","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002015","10","28317","LH An Intro to Music Therapy","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","134","Music","A","Active","20","UG","","","LH","LH An Introduction to Music Therapy","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002016","09","29154","LI Notation & Editorial Practi","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","134","Music","D","Dormant (but will run later)","20","UG","","","LI","LI Notation and Editorial Practice","N","5","Semester 1","N","N","N","","","","","","","","","","999999"
"002026","002018","09","31341","LM Nineteenth-Century Senses","11","College Arts and Law","046","Eng, Drama, & Creative Studies","236","English Literature","D","Dormant (but will run later)","20","GT","","","LM","LM Nineteenth-Century Senses","N","5","Semester 1","N","N","Y","","","","","2018/05/16 00:00:00","","","","","999999"
"002026","002010","03","23648","LH Project (Sport Ex 40cr)","10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","036","Sport, Ex and Rehab Sciences","A","Active","40","UG","","","LH","LH Project","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002001","03","13875","LF Case Studies in Chemistry","13","College Eng and Physical Sci","061","EPS - College Hub","202","EPS - College Hub","A","Active","10","UG","","","LF","Case Studies in Chemistry","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002015","09","28560","LF Adv Aca Skil Fou Sci Engin","15","Corporate Services","064","EISU","214","Birmingham International Acad","A","Active","40","UG","","","LF","LF Advanced Academic Skills for Foundation Sciences and Engineering","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002018","08","31399","LH Nation + Empire in Europe","12","College Social Sciences","053","Government","142","Political Sci & Intern'tl Stud","D","Dormant (but will run later)","20","UG","","","LH","LH Nationalism and Empires in Europe","N","6","Semester 2","N","N","Y","","","","","2018/07/05 00:00:00","","","","","999999"
